

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(17-FEB-2025 15:13:34)
2 , 58 , YARALTD , C , 1 , 06/09/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 59 , INPEROX , C , 1 , 13/09/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 60 , RAFECHL , C , 1 , 01/09/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 60 , RAFECHL , C , 1 , 01/01/2025 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 124 , MGRPL , C , 1 , 01/12/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 124 , MGRPL , T , 1 , 01/10/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 124 , MGRPL , T , 2 , 01/03/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 208 , CNTENKA , C , 1 , 17/10/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 61 , EFSPL , C , 1 , 01/05/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 61 , EFSPL , T , 1 , 25/10/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 61 , EFSPL , T , 2 , 25/11/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 158 , HINDURV , C , 1 , 28/02/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 158 , HINDURV , C , 2 , 01/03/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 227 , HCGPUTE , C , 1 , 21/11/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 63 , GOAGLSF , C , 1 , 25/11/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 64 , IGSPL , C , 1 , 25/11/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 64 , IGSPL , C , 1 , 01/05/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 64 , IGSPL , C , 2 , 01/05/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 64 , IGSPL , C , 1 , 25/11/2022 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 64 , IGSPL , C , 1 , 01/05/2023 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 64 , IGSPL , C , 2 , 01/05/2023 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 64 , IGSPL , T , 1 , 01/09/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 64 , IGSPL , T , 2 , 01/10/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 65 , PEFORCV , C , 1 , 01/12/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 65 , PEFORCV , C , 1 , 08/12/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 66 , BHEL , C , 1 , 01/05/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 66 , BHEL , C , 2 , 01/05/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 210 , COMFIND , C , 1 , 01/08/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 67 , DCMSHRI , C , 1 , 29/03/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 81 , HOECLTD , C , 1 , 01/03/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 81 , HOECLTD , T , 1 , 01/03/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 144 , HINAGIL , C , 1 , 15/04/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 147 , HPOIGAS , C , 1 , 20/12/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 86 , MANIKAR , C , 1 , 20/07/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 166 , ESSAREX , T , 1 , 01/09/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 92 , NEL , C , 1 , 01/03/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 104 , TASTELI , C , 1 , 01/02/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 104 , TASTELI , C , 1 , 26/02/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 105 , HMEL , C , 1 , 04/01/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 105 , HMEL , C , 1 , 06/01/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 105 , HMEL , C , 2 , 01/07/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 105 , HMEL , C , 2 , 08/07/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 105 , HMEL , C , 3 , 20/12/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 105 , HMEL , C , 4 , 29/02/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 105 , HMEL , C , 5 , 26/07/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 105 , HMEL , C , 6 , 26/07/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 211 , DIL , T , 1 , 01/01/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 162 , BOROREN , C , 1 , 01/12/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 151 , KINGASP , C , 1 , 01/07/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 151 , KINGASP , C , 2 , 01/07/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 106 , RATNAGI , C , 1 , 14/06/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 107 , IDOINVA , C , 1 , 27/01/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 190 , AGPCGIN , C , 1 , 09/02/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 190 , AGPCGIN , C , 2 , 10/02/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 176 , NESTLIN , C , 1 , 10/02/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 188 , VISHPRI , C , 1 , 14/03/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 ,  , SOMANY , C , 1 , 16/03/2023 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 202 , BHOGATD , C , 1 , 10/07/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 202 , BHOGATD , C , 2 , 18/07/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 186 , VEDALTD , C , 1 , 13/04/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 186 , VEDALTD , T , 1 , 13/04/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 277 , VIGASLD , C , 1 , 24/04/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 167 , GOLDPFG , C , 1 , 21/04/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 ,  , CAIRENH  , T , 1 , 17/05/2023 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 168 , GSIGLIM , R , 1 , 01/06/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 168 , GSIGLIM , R , 2 , 01/06/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 122 , GAILGAS , C , 1 , 01/06/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 122 , GAILGAS , C , 2 , 28/02/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 174 , KUTCHCL , C , 1 , 08/03/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 282 , SEMTEXP , C , 1 , 01/01/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 282 , SEMTEXP , C , 2 , 01/09/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 282 , SEMTEXP , C , 3 , 01/09/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 181 , SANENER , C , 1 , 01/01/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 181 , SANENER , T , 1 , 21/11/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 183 , SUMGLAS , C , 1 , 01/10/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 184 , SVTPLIN , C , 1 , 01/10/2023 00:00:00, 	(17-FEB-2025 15:13:35)
2 ,  , AGL , C , 1 , 20/12/2023 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 121 , NGPL , C , 1 , 19/01/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 ,  , ROCKMAN , C , 1 , 23/02/2024 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 ,  , LANCO , C , 1 , 05/04/2024 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 130 , CRMNDEL , C , 1 , 27/06/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 281 , SEIPLDY , C , 1 , 01/10/2024 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 281 , SEIPLDY , C , 2 , 01/01/2025 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 281 , SEIPLDY , C , 3 , 01/01/2025 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 281 , SEIPLDY , C , 4 , 01/01/2025 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 281 , SEIPLDY , C , 5 , 01/01/2025 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 134 , GSINLIM , R , 1 , 13/01/2025 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 2 , 26/04/2021 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 3 , 01/04/2023 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 3 , 22/06/2024 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 2 , 26/04/2021 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 3 , 01/04/2023 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 2 , SEIPL , B , 3 , 22/06/2024 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,442,,,,, 	(17-FEB-2025 15:13:35)
 

TOTAL DATA INSERTED : ,363,,,,, 	(17-FEB-2025 15:13:35)
 

TOTAL SKIPPED DATA ,79,,,,, 	(17-FEB-2025 15:13:35)
 
<<END>>,<<FMS_COUNTERPARTY_PLANT_DTL>>,,,,, 	(17-FEB-2025 15:13:35)
 

<<START>>,<<FMS_COUNTERPARTY_BU_DTL>>,,,,, 	(17-FEB-2025 15:13:35)
 
COMPANY_CD,CD,ABBR,ENTITY,SEQ_NO,EFF_DT,TIMESTAMP
2 , 264 , SSAPL , S , 1 , 01/04/2013 00:00:00, 	(17-FEB-2025 15:13:35)
2 ,  , SGS , S , 1 , 01/04/2007 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 232 , JBB , V , 1 , 01/04/2007 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 265 , SLPL , H , 1 , 21/01/2016 00:00:00, 	(17-FEB-2025 15:13:35)
2 , 265 , SLPL , H , 1 , 21/01/2016 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 ,  , BOXCO , H , 1 , 11/08/2014 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 ,  , JMB , H , 1 , 01/04/2005 00:00:00, 	(17-FEB-2025 15:13:35)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,7,,,,, 	(17-FEB-2025 15:13:35)
 

TOTAL DATA INSERTED : ,3,,,,, 	(17-FEB-2025 15:13:35)
 

TOTAL SKIPPED DATA ,4,,,,, 	(17-FEB-2025 15:13:35)
 
<<END>>,<<FMS_COUNTERPARTY_BU_DTL>>,,,,, 	(17-FEB-2025 15:13:35)
 

<<START>>,<<FMS_COUNTERPARTY_PLANT_TAX>>,,,,, 	(17-FEB-2025 15:13:35)
 
COMPANY_CD,CD,ABBR,ENTITY,PLANT_SEQ_NO,STAT_CD,TIMESTAMP
2 , 1 , RIL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 17 , 1004, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 16 , 1004, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 15 , 1004, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 8 , 1004, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 6 , 1004, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 3 , 1004, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 6 , 1005, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 17 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 16 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 15 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 14 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 13 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 12 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 11 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 10 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 9 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 8 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 7 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 6 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 5 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 14 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 13 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 9 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 8 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 7 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 5 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 4 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 3 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 2 , 1003, 	(17-FEB-2025 15:13:35)
2 , 1 , RIL , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 2 , MGL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 2 , MGL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 3 , 1004, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 3 , GSPCL , C , 1 , 1006, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 6 , 1005, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 8 , 1004, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 7 , 1004, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 4 , 1004, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 4 , 1005, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 8 , 1001, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 7 , 1001, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 6 , 1001, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 5 , 1001, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 6 , 1003, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 6 , 1006, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 5 , 1006, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 4 , 1006, 	(17-FEB-2025 15:13:35)
2 , 4 , Gail , C , 2 , 1006, 	(17-FEB-2025 15:13:35)
2 , 217 , ESL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 217 , ESL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 6 , 1004, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 5 , 1004, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 4 , 1004, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 3 , 1004, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 6 , 1001, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 5 , 1001, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 6 , 1006, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 5 , 1006, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 4 , 1006, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 3 , 1006, 	(17-FEB-2025 15:13:35)
2 , 5 , NTPC , C , 2 , 1006, 	(17-FEB-2025 15:13:35)
2 , 6 , KRIBHCO , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 6 , KRIBHCO , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 6 , KRIBHCO , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 7 , DFPCL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 7 , DFPCL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 7 , DFPCL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 7 , DFPCL , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 8 , AIGL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 8 , AIGL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 8 , AIGL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 8 , AIGL , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 ,  , KSFL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 249 , NPL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 9 , SIGIL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 9 , SIGIL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 225 , VIL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 11 , TPL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 11 , TPL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 11 , TPL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 11 , TPL , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 11 , TPL , C , 1 , 1006, 	(17-FEB-2025 15:13:35)
2 , 12 , MNGL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 12 , MNGL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 12 , MNGL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 6 , 1004, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 5 , 1004, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 4 , 1004, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 3 , 1004, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 6 , 1001, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 5 , 1001, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 5 , 1006, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 4 , 1006, 	(17-FEB-2025 15:13:35)
2 , 13 , IGL , C , 2 , 1006, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 4 , 1004, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 3 , 1004, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 4 , 1005, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 14 , BPCL , C , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 4 , 1003, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 4 , 1006, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 3 , 1006, 	(17-FEB-2025 15:13:35)
2 , 14 , BPCL , C , 1 , 1006, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 5 , 1004, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 4 , 1004, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 4 , 1005, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 5 , 1001, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 4 , 1003, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 2 , 1003, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 5 , 1006, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 4 , 1006, 	(17-FEB-2025 15:13:35)
2 , 15 , HPCL , C , 1 , 1006, 	(17-FEB-2025 15:13:35)
2 , 18 , GSFC , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 18 , GSFC , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 18 , GSFC , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 18 , GSFC , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 18 , GSFC , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 18 , GSFC , C , 2 , 1006, 	(17-FEB-2025 15:13:35)
2 , 228 , H-Energy , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 228 , H-Energy , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 228 , H-Energy , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 228 , H-Energy , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 228 , H-Energy , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 228 , H-Energy , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 160 , SIMPL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 160 , SIMPL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 160 , SIMPL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
